;Selig Donovan SD7062
;A thick (14%) highly cambered (4%) aerofoil. Maximum lift is high and
;it has reasonable penetration. The thick section gives SD7062 a soft
;stall.
1.00000	.00000
.99652	.00057
.98634	.00242
.97004	.00571
.94818	.01036
.92127	.01615
.88967	.02289
.85381	.03049
.81427	.03885
.77166	.04778
.72662	.05702
.67973	.06626
.63154	.07517
.58254	.08347
.53322	.09089
.48402	.09723
.43540	.10229
.38779	.10592
.34159	.10801
.29720	.10846
.25496	.10722
.21521	.10428
.17825	.09965
.14432	.09340
.11363	.08562
.08637	.07647
.06269	.06616
.04272	.05491
.02650	.04300
.01410	.03081
.00562	.01871
.00103	.00711
.00027	-.00327
.00425	-.01115
.01414	-.01701
.02991	-.02205
.05099	-.02623
.07710	-.02948
.10798	-.03179
.14328	-.03319
.18265	-.03367
.22570	-.03327
.27199	-.03206
.32105	-.03010
.37238	-.02747
.42547	-.02426
.47979	-.02064
.53477	-.01680
.58975	-.01295
.64403	-.00927
.69692	-.00593
.74768	-.00307
.79557	-.00079
.83990	.00087
.87998	.00189
.91518	.00230
.94491	.00216
.96864	.00163
.98593	.00092
.99646	.00027
1.0000	.00000
end

