;Michael Selig S4180-098-84
;Designed primarily for soaring. Should have good penetration and
;perform well in distance and duration.
1.00000	0.00000
.99684	.00036
.98746	.00156
.97206	.00376
.95106	.00702
.92483	.01132
.89384	.01661
.85861	.02279
.91971	.02971
.77766	.03718
.73313	.04497
.68661	.05280
.63859	.06042	
.58961	.06762
.54019	.07420
.49083	.07997
.44204	.08472
.39427	.08829
.34796	.09050
.30355	.09116
.26126	.09018
.22127	.08751
.18383	.08329
.14916	.07770
.11757	.07095
.08935	.06323
.06476	.05468
.04398	.04553
.02726	.03596
.01467	.02606
.00607	.01608
.00129	.00643
.00016	-.00200
.00377	-.00814
.01306	-.01234
.02779	-.01523
.04791	-.01670
.07351	-.01680
.10453	-.01584
.14065	-.01417
.18140	-.01202
.22624	-.00957	
.27459	-.00696
.32585	-.00433
.37936	-.00176
.43445	.00060
.49043	.00273
.54658	.00455
.60221	.00601
.65660	.00708
.70908	.00774
.75897	.00800
.80564	.00786
.84847	.00735
.86892	.00652
.92046	.00540
.94862	.00407
.97093	.00262
.98703	.00131
.99674	.00035
1.00000	0.00000
end

