; Selig S4061-096-84
; Good X-Country section, High L/D
1.00000 0.00000
.99675 .00034
.98709 .00147
.97129 .00363
.94976 .00698
.92304 .01155
.89170 .01729
.85637 .02403
.81764 .03151
.77610 .03945
.73227 .04752
.68665 .05541
.63971 .06283
.59189 .06950
.54359 .07520
.49522 .07974
.44716 .08302
.39979 .08492
.35348 .08543
.30862 .08454
.26555 .08228
.22460 .07876
.18620 .07414
.15074 .06849
.11855 .06186
.08988 .05438
.06493 .04617
.04386 .03741
.02677 .02839
.01380 .01938
.00503 .01069
.00046 .00283
.00079 -.00320
.00681 -.00787
.01835 -.01209
.03499 -.01546
.05666 -.01780
.08328 -.01908
.11474 -.01932
.15085 -.01865
.19129 -.01724
.23565 -.01528
.28345 -.01292
.33413 -.01034
.38706 -.00772
.44159 -.00516
.49702 -.00279
.55265 -.00069
.60776 .00107
.66163 .00245
.71356 .00342
.76287 .00400
.80893 .00420
.85114 .00406
.88893 .00364
.92183 .00301
.94939 .00225
.97126 .00146
.98713 .00074
.99677 .00020
1.00000 .00000
end

