;Michael Selig S3010-103-84
;Designed for low Reynolds numbers and
;hence suited to R/C Hand Launched gliders.
1.00000	.00000
.99674	.00027
.98706	.00118
.97122	.00293
.94959	.00564
.92264	.00936
.89090	.01405
.85493	.01960
.81531	.02585
.77261	.03259
.72739	.03958
.68021	.04658
.53158	.05337
.58203	.05971
.53204	.06541
.48213	.07029
.43275	.07422
.38438	.07706
.33750	.07870
.29250	.07902
.24970	.07796
.20944	.07556
.17206	.07184
.13785	.06689
.10706	.06076
.07990	.05360
.05655	.04556
.03713	.03683
.02173	.02766
.01042	.01835
.00319	.00927
.00005	.00100
.00181	-.00543
.00932	-.01048
.02239	-.01506
.04061	-.01894
.06381	-.02203
.09180	-.02427
.12435	-.02567
.16119	-.02625
.20200	-.02610
.24635	-.02531
.29376	-.02399
.34371	-.02221
.39565	-.02009
.44899	-.01769
.50312	-.01514
.55743	-.01252
.61127	-.00994
.66399	-.00749
.71495	-.00526
.76350	-.00332
.80901	-.00172
.85087	-.00051
.88851	.00031
.92140	.00075
.94905	.00086
.97104	.00072
.98703	.00042
.99674	.00013
1.00000	.00000
end



