; Selig S3021-095-84
; Good penetration with improved low speed performance
; Sort of improved E205
1.00000 0.00000
.99663 .00039
.98679 .00172
.97104 .00419
.94996 .00769
.92398 .01193
.89336 .01670
.85840 .02199
.81959 .02776
.77748 .03394
.73266 .04039
.68572 .04695
.63830 .05342
.58801 .05955
.53839 .06505
.48891 .06964
.43996 .07312
.39191 .07537
.34513 .07632
.29999 .07596
.25685 .07433
.21811 .07151
.17816 .06753
.14331 .06243
.11182 .05631
.08393 .04930
.05983 .04157
.03968 .03329
.02358 .02472
.01160 .01615
.00374 .00799
.00008 .00099
.00191 -.00427
.00984 -.00852
.02320 -.01232
.04178 -.01547
.06542 -.01789
.09394 -.01957
.12712 -.02053
.16464 -.02085
.20613 -.02059
.25118 -.01986
.29928 -.01876
.34988 -.01742
.40237 -.01592
.45611 -.01433
.51046 -.01273
.56475 -.01115
.61633 -.00963
.67055 -.00821
.72078 -.00690
.76839 -.00571
.81282 -.00462
.85354 -.00365
.89004 -.00278
.92186 -.00193
.94875 -.00107
.97046 -.00035
.98652 .00003
.99660 .00006
1.00000 -.00000
end


















		  
