;Michael Selig S2091-101-83
;Designed as an open class section the S2091 should retain
;the high lift characteristics of the "Aquila" aerofoil  but with 
;and extended low lift/ low drag range for better penetration.
1.00000	0.00000
.99674	0.00035
.98707	0.00150
.97126	0.00367
.94970	0.00699
.92292	0.01150
.89147	0.01713
.85594	0.02373
.81693	0.03107
.77501	0.03888
.73070	0.04689
.68454	0.05479
.63700	0.06231
.58856	0.06920
.53965	0.07526
.49073	0.08029
.44220	0.08416
.39450	0.08677
.34805	0.08805
.30323	0.08794
.26043	0.08644
.22022	0.08356
.18232	0.07934
.14765	0.07382
.11622	0.06708
.08823	0.05927
.06384	0.05060
.04320	0.04130
.02645	0.03168
.01374	0.02205
.00517	0.01269
.00077	0.00401
.00058	-.00312
.00575	-.00864
.01662	-.01315
.03263	-.01645
.05397	-.01844
.08063	-.01936
.11236	-.01939
.14883	-.01873
.18960	-.01750
.23417	-.01581
.28205	-.01374
.33271	-.01142
.38555	-.00894
.43995	-.00643
.49528	-.00398
.55088	-.00171
.60605	-.00025
.66005	0.00182
.71216	0.00296
.76168	0.00367
.80795	0.00397
.85036	0.00391
.88834	0.00354
.92140	0.00295
.94911	0.00222
.97109	0.00144
.98705	0.00073
.99674	0.00020
1.00000	0.00000
end

